C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_55_771.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_55_771.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_55_771.jpg,0,0,0,3.06E-06
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_55_841.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_55_841.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_55_841.jpg,0,0,0,1.81E-06
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_55_921.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_55_921.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_55_921.jpg,0,0,0,4.99E-06
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_55_991.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_55_991.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_55_991.jpg,0,0,0,5.59E-06
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_068.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_068.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_068.jpg,0,0,0,6.47E-06
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_143.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_143.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_143.jpg,0,0,0,1.13E-06
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_212.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_212.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_212.jpg,0,0,0,2.80E-06
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_281.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_281.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_281.jpg,0,0,0,3.00E-06
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_354.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_354.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_354.jpg,0,0.1342362,0,0.01805065
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_433.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_433.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_433.jpg,0,0.3713868,0,0.2329218
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_506.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_506.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_506.jpg,0,0.5610099,0,0.4444468
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_587.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_587.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_587.jpg,0,0.8330865,0,0.9598355
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_663.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_663.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_663.jpg,0,1,0,1.610623
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_742.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_742.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_742.jpg,0,1,0,2.317408
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_818.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_818.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_818.jpg,0,1,0,2.972902
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_897.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_897.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_897.jpg,0,1,0,3.652036
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_56_973.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_56_973.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_56_973.jpg,-0.15,1,0,4.308405
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_57_055.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_57_055.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_57_055.jpg,-0.35,1,0,4.943635
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_57_128.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_57_128.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_57_128.jpg,-0.402948,1,0,5.410558
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_57_209.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_57_209.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_57_209.jpg,-0.1802253,1,0,6.065236
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_57_278.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_57_278.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_57_278.jpg,0,1,0,6.702581
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_57_370.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_57_370.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_57_370.jpg,0,1,0,7.341754
C:\Users\Claudiu\Desktop\Data\IMG\center_2019_02_19_17_41_57_452.jpg,C:\Users\Claudiu\Desktop\Data\IMG\left_2019_02_19_17_41_57_452.jpg,C:\Users\Claudiu\Desktop\Data\IMG\right_2019_02_19_17_41_57_452.jpg,0,1,0,8.135112
